state,district,month,total_enroll,total_updates,service_load,next_month_service_load
Tripura,Khowai,2025-09,105,534,639,431
Tripura,Khowai,2025-10,67,364,431,845
Tripura,Khowai,2025-11,123,722,845,418
Tripura,North Tripura,2025-07,216,962,1178,3667
Tripura,North Tripura,2025-09,472,3195,3667,2442
Tripura,North Tripura,2025-10,221,2221,2442,4782
Tripura,North Tripura,2025-11,461,4321,4782,1578
Tripura,Sepahijala,2025-07,325,616,941,2404
Tripura,Sepahijala,2025-09,409,1995,2404,2835
Tripura,Sepahijala,2025-10,340,2495,2835,3992
Tripura,Sepahijala,2025-11,574,3418,3992,2284
Tripura,South Tripura,2025-09,714,4807,5521,6175
Tripura,South Tripura,2025-10,460,5715,6175,7775
Tripura,South Tripura,2025-11,790,6985,7775,3264
Tripura,Unakoti,2025-04,50,687,737,1101
Tripura,Unakoti,2025-09,192,909,1101,754
Tripura,Unakoti,2025-10,157,597,754,1024
Tripura,Unakoti,2025-11,243,781,1024,731
Tripura,West Tripura,2025-04,236,1495,1731,8335
Tripura,West Tripura,2025-09,741,7594,8335,8012
Tripura,West Tripura,2025-10,677,7335,8012,11500
Tripura,West Tripura,2025-11,1137,10363,11500,3866
Uttar Pradesh,Agra,2025-03,906,0,906,7622
Uttar Pradesh,Agra,2025-04,1437,6185,7622,16333
Uttar Pradesh,Agra,2025-05,2577,13756,16333,13042
Uttar Pradesh,Agra,2025-06,3789,9253,13042,16800
Uttar Pradesh,Agra,2025-07,4569,12231,16800,51663
Uttar Pradesh,Agra,2025-09,6111,45552,51663,30726
Uttar Pradesh,Agra,2025-10,3307,27419,30726,60945
Uttar Pradesh,Agra,2025-11,6450,54495,60945,23822
Uttar Pradesh,Aligarh,2025-03,623,0,623,40242
Uttar Pradesh,Aligarh,2025-04,3534,36708,40242,13609
Uttar Pradesh,Aligarh,2025-05,2826,10783,13609,10132
Uttar Pradesh,Aligarh,2025-06,2635,7497,10132,32003
Uttar Pradesh,Aligarh,2025-07,6408,25595,32003,43666
Uttar Pradesh,Aligarh,2025-09,4675,38991,43666,23786
Uttar Pradesh,Aligarh,2025-10,2620,21166,23786,41886
Uttar Pradesh,Aligarh,2025-11,3727,38159,41886,18701
Uttar Pradesh,Allahabad,2025-05,87,256,343,1311
Uttar Pradesh,Allahabad,2025-07,1066,245,1311,69939
Uttar Pradesh,Allahabad,2025-09,6479,63460,69939,36681
Uttar Pradesh,Allahabad,2025-10,3463,33218,36681,56330
Uttar Pradesh,Allahabad,2025-11,5144,51186,56330,20645
Uttar Pradesh,Ambedkar Nagar,2025-04,312,830,1142,26765
Uttar Pradesh,Ambedkar Nagar,2025-09,3469,23296,26765,14959
Uttar Pradesh,Ambedkar Nagar,2025-10,1914,13045,14959,21815
Uttar Pradesh,Ambedkar Nagar,2025-11,2340,19475,21815,7437
Uttar Pradesh,Amethi,2025-09,3165,21236,24401,12843
Uttar Pradesh,Amethi,2025-10,1719,11124,12843,17765
Uttar Pradesh,Amethi,2025-11,2065,15700,17765,8696
Uttar Pradesh,Amroha,2025-04,580,2968,3548,2548
Uttar Pradesh,Amroha,2025-06,579,1969,2548,21439
Uttar Pradesh,Amroha,2025-09,2427,19012,21439,15691
Uttar Pradesh,Amroha,2025-10,1668,14023,15691,23524
Uttar Pradesh,Amroha,2025-11,2418,21106,23524,10013
Uttar Pradesh,Auraiya,2025-09,1606,12822,14428,7076
Uttar Pradesh,Auraiya,2025-10,714,6362,7076,14644
Uttar Pradesh,Auraiya,2025-11,1346,13298,14644,4780
Uttar Pradesh,Ayodhya,2025-06,82,0,82,867
Uttar Pradesh,Ayodhya,2025-07,603,264,867,26396
Uttar Pradesh,Ayodhya,2025-09,3563,22833,26396,14480
Uttar Pradesh,Ayodhya,2025-10,1902,12578,14480,19060
Uttar Pradesh,Ayodhya,2025-11,2498,16562,19060,7502
Uttar Pradesh,Azamgarh,2025-04,589,1373,1962,1519
Uttar Pradesh,Azamgarh,2025-06,452,1067,1519,8526
Uttar Pradesh,Azamgarh,2025-07,3567,4959,8526,53041
Uttar Pradesh,Azamgarh,2025-09,6454,46587,53041,29440
Uttar Pradesh,Azamgarh,2025-10,4088,25352,29440,42487
Uttar Pradesh,Azamgarh,2025-11,5134,37353,42487,17665
Uttar Pradesh,Baghpat,2025-04,1106,8298,9404,1042
Uttar Pradesh,Baghpat,2025-06,244,798,1042,1432
Uttar Pradesh,Baghpat,2025-07,413,1019,1432,17250
Uttar Pradesh,Baghpat,2025-09,2526,14724,17250,9413
Uttar Pradesh,Baghpat,2025-10,1299,8114,9413,14760
Uttar Pradesh,Baghpat,2025-11,1790,12970,14760,5485
Uttar Pradesh,Bahraich,2025-03,371,0,371,23121
Uttar Pradesh,Bahraich,2025-04,3813,19308,23121,14928
Uttar Pradesh,Bahraich,2025-05,3569,11359,14928,11322
Uttar Pradesh,Bahraich,2025-06,4069,7253,11322,26818
Uttar Pradesh,Bahraich,2025-07,10547,16271,26818,46009
Uttar Pradesh,Bahraich,2025-09,7848,38161,46009,29043
Uttar Pradesh,Bahraich,2025-10,4676,24367,29043,44263
Uttar Pradesh,Bahraich,2025-11,4421,39842,44263,18723
Uttar Pradesh,Ballia,2025-09,3763,33265,37028,22338
Uttar Pradesh,Ballia,2025-10,2388,19950,22338,29669
Uttar Pradesh,Ballia,2025-11,3448,26221,29669,11206
Uttar Pradesh,Balrampur,2025-04,1103,4882,5985,2324
Uttar Pradesh,Balrampur,2025-06,663,1661,2324,7559
Uttar Pradesh,Balrampur,2025-07,2380,5179,7559,21639
Uttar Pradesh,Balrampur,2025-09,2611,19028,21639,15248
Uttar Pradesh,Balrampur,2025-10,2077,13171,15248,26245
Uttar Pradesh,Balrampur,2025-11,2711,23534,26245,10534
Uttar Pradesh,Banda,2025-03,66,0,66,5023
Uttar Pradesh,Banda,2025-04,841,4182,5023,6236
Uttar Pradesh,Banda,2025-05,1604,4632,6236,2758
Uttar Pradesh,Banda,2025-06,787,1971,2758,3087
Uttar Pradesh,Banda,2025-07,1165,1922,3087,22385
Uttar Pradesh,Banda,2025-09,2615,19770,22385,12538
Uttar Pradesh,Banda,2025-10,1370,11168,12538,23020
Uttar Pradesh,Banda,2025-11,1915,21105,23020,8423
Uttar Pradesh,Barabanki,2025-04,254,761,1015,1784
Uttar Pradesh,Barabanki,2025-07,1784,0,1784,41199
Uttar Pradesh,Barabanki,2025-09,4177,37022,41199,18614
Uttar Pradesh,Barabanki,2025-10,1927,16687,18614,31948
Uttar Pradesh,Barabanki,2025-11,3004,28944,31948,12479
Uttar Pradesh,Bareilly,2025-04,4264,10266,14530,9548
Uttar Pradesh,Bareilly,2025-05,1929,7619,9548,14370
Uttar Pradesh,Bareilly,2025-06,2515,11855,14370,16116
Uttar Pradesh,Bareilly,2025-07,3072,13044,16116,57013
Uttar Pradesh,Bareilly,2025-09,5708,51305,57013,32075
Uttar Pradesh,Bareilly,2025-10,3652,28423,32075,62352
Uttar Pradesh,Bareilly,2025-11,6021,56331,62352,22331
Uttar Pradesh,Basti,2025-04,289,1146,1435,28924
Uttar Pradesh,Basti,2025-09,3515,25409,28924,17441
Uttar Pradesh,Basti,2025-10,2514,14927,17441,24165
Uttar Pradesh,Basti,2025-11,3446,20719,24165,10634
Uttar Pradesh,Bhadohi,2025-09,254,1101,1355,726
Uttar Pradesh,Bhadohi,2025-10,170,556,726,834
Uttar Pradesh,Bhadohi,2025-11,150,684,834,508
Uttar Pradesh,Bijnor,2025-05,1822,13824,15646,45467
Uttar Pradesh,Bijnor,2025-09,4860,40607,45467,33586
Uttar Pradesh,Bijnor,2025-10,4385,29201,33586,62957
Uttar Pradesh,Bijnor,2025-11,5689,57268,62957,18979
Uttar Pradesh,Budaun,2025-04,760,8085,8845,1788
Uttar Pradesh,Budaun,2025-05,461,1327,1788,2585
Uttar Pradesh,Budaun,2025-06,575,2010,2585,10408
Uttar Pradesh,Budaun,2025-07,3326,7082,10408,38971
Uttar Pradesh,Budaun,2025-09,4694,34277,38971,21199
Uttar Pradesh,Budaun,2025-10,2162,19037,21199,35042
Uttar Pradesh,Budaun,2025-11,3597,31445,35042,15613
Uttar Pradesh,Bulandshahar,2025-03,61,0,61,15267
Uttar Pradesh,Bulandshahar,2025-04,1892,13375,15267,1720
Uttar Pradesh,Bulandshahar,2025-06,477,1243,1720,4104
Uttar Pradesh,Bulandshahar,2025-07,1364,2740,4104,40556
Uttar Pradesh,Bulandshahar,2025-09,5451,35105,40556,24365
Uttar Pradesh,Bulandshahar,2025-10,3357,21008,24365,44739
Uttar Pradesh,Bulandshahar,2025-11,4917,39822,44739,14280
Uttar Pradesh,Chandauli,2025-04,428,1802,2230,1860
Uttar Pradesh,Chandauli,2025-05,419,1441,1860,1682
Uttar Pradesh,Chandauli,2025-06,467,1215,1682,5043
Uttar Pradesh,Chandauli,2025-07,1605,3438,5043,30899
Uttar Pradesh,Chandauli,2025-09,3096,27803,30899,14093
Uttar Pradesh,Chandauli,2025-10,1228,12865,14093,23637
Uttar Pradesh,Chandauli,2025-11,2440,21197,23637,7295
Uttar Pradesh,Chitrakoot,2025-09,1880,13270,15150,9299
Uttar Pradesh,Chitrakoot,2025-10,1261,8038,9299,13496
Uttar Pradesh,Chitrakoot,2025-11,1564,11932,13496,5760
Uttar Pradesh,Deoria,2025-05,907,2844,3751,1326
Uttar Pradesh,Deoria,2025-07,381,945,1326,37357
Uttar Pradesh,Deoria,2025-09,3914,33443,37357,20241
Uttar Pradesh,Deoria,2025-10,1926,18315,20241,29738
Uttar Pradesh,Deoria,2025-11,2954,26784,29738,12973
Uttar Pradesh,Etah,2025-04,1091,5423,6514,8117
Uttar Pradesh,Etah,2025-05,1597,6520,8117,8466
Uttar Pradesh,Etah,2025-07,3732,4734,8466,21020
Uttar Pradesh,Etah,2025-09,1789,19231,21020,10079
Uttar Pradesh,Etah,2025-10,935,9144,10079,16412
Uttar Pradesh,Etah,2025-11,1790,14622,16412,6965
Uttar Pradesh,Etawah,2025-04,1180,9222,10402,3397
Uttar Pradesh,Etawah,2025-07,1023,2374,3397,22222
Uttar Pradesh,Etawah,2025-09,2334,19888,22222,9005
Uttar Pradesh,Etawah,2025-10,1135,7870,9005,15798
Uttar Pradesh,Etawah,2025-11,1788,14010,15798,6647
Uttar Pradesh,Farrukhabad,2025-06,186,265,451,19111
Uttar Pradesh,Farrukhabad,2025-09,2049,17062,19111,11517
Uttar Pradesh,Farrukhabad,2025-10,1287,10230,11517,19617
Uttar Pradesh,Farrukhabad,2025-11,2008,17609,19617,8421
Uttar Pradesh,Fatehpur,2025-04,312,1077,1389,2078
Uttar Pradesh,Fatehpur,2025-05,509,1569,2078,2363
Uttar Pradesh,Fatehpur,2025-06,609,1754,2363,9417
Uttar Pradesh,Fatehpur,2025-07,2640,6777,9417,31428
Uttar Pradesh,Fatehpur,2025-09,3377,28051,31428,16471
Uttar Pradesh,Fatehpur,2025-10,1902,14569,16471,28874
Uttar Pradesh,Fatehpur,2025-11,2937,25937,28874,10985
Uttar Pradesh,Firozabad,2025-03,191,0,191,8556
Uttar Pradesh,Firozabad,2025-06,2398,6158,8556,47432
Uttar Pradesh,Firozabad,2025-07,5980,41452,47432,28136
Uttar Pradesh,Firozabad,2025-09,2911,25225,28136,14033
Uttar Pradesh,Firozabad,2025-10,1237,12796,14033,30798
Uttar Pradesh,Firozabad,2025-11,2088,28710,30798,10774
Uttar Pradesh,Gautam Buddha Nagar,2025-03,883,0,883,20350
Uttar Pradesh,Gautam Buddha Nagar,2025-04,2951,17399,20350,29480
Uttar Pradesh,Gautam Buddha Nagar,2025-05,3668,25812,29480,6435
Uttar Pradesh,Gautam Buddha Nagar,2025-06,1909,4526,6435,26178
Uttar Pradesh,Gautam Buddha Nagar,2025-07,3724,22454,26178,21393
Uttar Pradesh,Gautam Buddha Nagar,2025-09,3433,17960,21393,12969
Uttar Pradesh,Gautam Buddha Nagar,2025-10,2017,10952,12969,23351
Uttar Pradesh,Gautam Buddha Nagar,2025-11,3023,20328,23351,11361
Uttar Pradesh,Ghaziabad,2025-03,689,0,689,8974
Uttar Pradesh,Ghaziabad,2025-05,1666,7308,8974,28764
Uttar Pradesh,Ghaziabad,2025-06,3449,25315,28764,20358
Uttar Pradesh,Ghaziabad,2025-07,3716,16642,20358,42580
Uttar Pradesh,Ghaziabad,2025-09,6070,36510,42580,22542
Uttar Pradesh,Ghaziabad,2025-10,3115,19427,22542,46584
Uttar Pradesh,Ghaziabad,2025-11,5319,41265,46584,19538
Uttar Pradesh,Ghazipur,2025-09,5205,37123,42328,21095
Uttar Pradesh,Ghazipur,2025-10,2480,18615,21095,30835
Uttar Pradesh,Ghazipur,2025-11,3391,27444,30835,11314
Uttar Pradesh,Gonda,2025-04,702,3117,3819,8880
Uttar Pradesh,Gonda,2025-07,2722,6158,8880,36375
Uttar Pradesh,Gonda,2025-09,5021,31354,36375,24430
Uttar Pradesh,Gonda,2025-10,2974,21456,24430,35815
Uttar Pradesh,Gonda,2025-11,3822,31993,35815,13976
Uttar Pradesh,Gorakhpur,2025-03,60,0,60,5680
Uttar Pradesh,Gorakhpur,2025-04,1191,4489,5680,1816
Uttar Pradesh,Gorakhpur,2025-05,522,1294,1816,2872
Uttar Pradesh,Gorakhpur,2025-06,826,2046,2872,11624
Uttar Pradesh,Gorakhpur,2025-07,3579,8045,11624,46880
Uttar Pradesh,Gorakhpur,2025-09,5534,41346,46880,25720
Uttar Pradesh,Gorakhpur,2025-10,3261,22459,25720,46222
Uttar Pradesh,Gorakhpur,2025-11,4854,41368,46222,16229
Uttar Pradesh,Hamirpur,2025-09,1472,13317,14789,5768
Uttar Pradesh,Hamirpur,2025-10,645,5123,5768,13187
Uttar Pradesh,Hamirpur,2025-11,1304,11883,13187,4325
Uttar Pradesh,Hapur,2025-05,2284,15794,18078,5736
Uttar Pradesh,Hapur,2025-07,1791,3945,5736,12672
Uttar Pradesh,Hapur,2025-09,1662,11010,12672,7579
Uttar Pradesh,Hapur,2025-10,1072,6507,7579,14320
Uttar Pradesh,Hapur,2025-11,1313,13007,14320,7119
Uttar Pradesh,Hardoi,2025-06,2535,5075,7610,17664
Uttar Pradesh,Hardoi,2025-07,8494,9170,17664,57525
Uttar Pradesh,Hardoi,2025-09,5824,51701,57525,28344
Uttar Pradesh,Hardoi,2025-10,3253,25091,28344,47352
Uttar Pradesh,Hardoi,2025-11,4887,42465,47352,15089
Uttar Pradesh,Hathras,2025-05,808,3050,3858,2232
Uttar Pradesh,Hathras,2025-06,468,1764,2232,18052
Uttar Pradesh,Hathras,2025-09,1934,16118,18052,7778
Uttar Pradesh,Hathras,2025-10,972,6806,7778,17438
Uttar Pradesh,Hathras,2025-11,1722,15716,17438,6915
Uttar Pradesh,Jalaun,2025-04,349,1700,2049,2158
Uttar Pradesh,Jalaun,2025-06,521,1637,2158,17355
Uttar Pradesh,Jalaun,2025-09,1875,15480,17355,8672
Uttar Pradesh,Jalaun,2025-10,1022,7650,8672,17944
Uttar Pradesh,Jalaun,2025-11,1670,16274,17944,5760
Uttar Pradesh,Jaunpur,2025-03,334,0,334,5580
Uttar Pradesh,Jaunpur,2025-04,1526,4054,5580,3408
Uttar Pradesh,Jaunpur,2025-07,1066,2342,3408,54721
Uttar Pradesh,Jaunpur,2025-09,5443,49278,54721,31045
Uttar Pradesh,Jaunpur,2025-10,3413,27632,31045,38224
Uttar Pradesh,Jaunpur,2025-11,3869,34355,38224,16157
Uttar Pradesh,Jhansi,2025-07,167,332,499,24215
Uttar Pradesh,Jhansi,2025-09,2667,21548,24215,11793
Uttar Pradesh,Jhansi,2025-10,1304,10489,11793,26031
Uttar Pradesh,Jhansi,2025-11,2544,23487,26031,8740
Uttar Pradesh,Kannauj,2025-07,1082,1611,2693,19603
Uttar Pradesh,Kannauj,2025-09,2416,17187,19603,10318
Uttar Pradesh,Kannauj,2025-10,1169,9149,10318,17494
Uttar Pradesh,Kannauj,2025-11,1838,15656,17494,7037
Uttar Pradesh,Kanpur Dehat,2025-04,908,2663,3571,5732
Uttar Pradesh,Kanpur Dehat,2025-07,1911,3821,5732,22295
Uttar Pradesh,Kanpur Dehat,2025-09,2322,19973,22295,10735
Uttar Pradesh,Kanpur Dehat,2025-10,1082,9653,10735,16275
Uttar Pradesh,Kanpur Dehat,2025-11,1721,14554,16275,5945
Uttar Pradesh,Kanpur Nagar,2025-03,208,0,208,20718
Uttar Pradesh,Kanpur Nagar,2025-04,3344,17374,20718,12926
Uttar Pradesh,Kanpur Nagar,2025-05,1746,11180,12926,3985
Uttar Pradesh,Kanpur Nagar,2025-06,983,3002,3985,16994
Uttar Pradesh,Kanpur Nagar,2025-07,3320,13674,16994,48533
Uttar Pradesh,Kanpur Nagar,2025-09,6231,42302,48533,26337
Uttar Pradesh,Kanpur Nagar,2025-10,3566,22771,26337,46732
Uttar Pradesh,Kanpur Nagar,2025-11,5423,41309,46732,16321
Uttar Pradesh,Kasganj,2025-07,2248,3473,5721,16923
Uttar Pradesh,Kasganj,2025-09,1526,15397,16923,8064
Uttar Pradesh,Kasganj,2025-10,903,7161,8064,17496
Uttar Pradesh,Kasganj,2025-11,1480,16016,17496,6680
Uttar Pradesh,Kaushambi,2025-04,267,1354,1621,3663
Uttar Pradesh,Kaushambi,2025-07,1113,2550,3663,23803
Uttar Pradesh,Kaushambi,2025-09,2260,21543,23803,12068
Uttar Pradesh,Kaushambi,2025-10,1415,10653,12068,18994
Uttar Pradesh,Kaushambi,2025-11,2291,16703,18994,7127
Uttar Pradesh,Kheri,2025-04,1102,2877,3979,6410
Uttar Pradesh,Kheri,2025-05,1552,4858,6410,2413
Uttar Pradesh,Kheri,2025-06,882,1531,2413,18852
Uttar Pradesh,Kheri,2025-07,4629,14223,18852,55801
Uttar Pradesh,Kheri,2025-09,7477,48324,55801,29419
Uttar Pradesh,Kheri,2025-10,3702,25717,29419,55208
Uttar Pradesh,Kheri,2025-11,5244,49964,55208,17459
Uttar Pradesh,Kushinagar,2025-05,409,1043,1452,1570
Uttar Pradesh,Kushinagar,2025-07,1570,0,1570,37845
Uttar Pradesh,Kushinagar,2025-09,4222,33623,37845,25501
Uttar Pradesh,Kushinagar,2025-10,2080,23421,25501,39968
Uttar Pradesh,Kushinagar,2025-11,3618,36350,39968,15542
Uttar Pradesh,Lalitpur,2025-05,219,394,613,19915
Uttar Pradesh,Lalitpur,2025-09,1738,18177,19915,8145
Uttar Pradesh,Lalitpur,2025-10,857,7288,8145,17244
Uttar Pradesh,Lalitpur,2025-11,1790,15454,17244,5922
Uttar Pradesh,Lucknow,2025-03,142,0,142,19298
Uttar Pradesh,Lucknow,2025-04,2974,16324,19298,9454
Uttar Pradesh,Lucknow,2025-05,1216,8238,9454,746
Uttar Pradesh,Lucknow,2025-06,223,523,746,14769
Uttar Pradesh,Lucknow,2025-07,2750,12019,14769,50732
Uttar Pradesh,Lucknow,2025-09,7172,43560,50732,29721
Uttar Pradesh,Lucknow,2025-10,5113,24608,29721,48284
Uttar Pradesh,Lucknow,2025-11,5807,42477,48284,24579
Uttar Pradesh,Maharajganj,2025-03,282,0,282,6366
Uttar Pradesh,Maharajganj,2025-04,1929,4437,6366,4166
Uttar Pradesh,Maharajganj,2025-05,1331,2835,4166,1586
Uttar Pradesh,Maharajganj,2025-06,488,1098,1586,12291
Uttar Pradesh,Maharajganj,2025-07,4209,8082,12291,31833
Uttar Pradesh,Maharajganj,2025-09,4201,27632,31833,18250
Uttar Pradesh,Maharajganj,2025-10,2223,16027,18250,26470
Uttar Pradesh,Maharajganj,2025-11,2941,23529,26470,11927
Uttar Pradesh,Mahoba,2025-09,1367,11451,12818,5701
Uttar Pradesh,Mahoba,2025-10,657,5044,5701,10525
Uttar Pradesh,Mahoba,2025-11,903,9622,10525,3873
Uttar Pradesh,Mainpuri,2025-04,707,1476,2183,2218
Uttar Pradesh,Mainpuri,2025-06,783,1435,2218,6057
Uttar Pradesh,Mainpuri,2025-07,2363,3694,6057,24323
Uttar Pradesh,Mainpuri,2025-09,3348,20975,24323,10990
Uttar Pradesh,Mainpuri,2025-10,1608,9382,10990,19036
Uttar Pradesh,Mainpuri,2025-11,2394,16642,19036,7669
Uttar Pradesh,Mathura,2025-03,121,0,121,2913
Uttar Pradesh,Mathura,2025-06,1389,1524,2913,844
Uttar Pradesh,Mathura,2025-07,294,550,844,29570
Uttar Pradesh,Mathura,2025-09,3775,25795,29570,16919
Uttar Pradesh,Mathura,2025-10,2237,14682,16919,26598
Uttar Pradesh,Mathura,2025-11,3495,23103,26598,11012
Uttar Pradesh,Mau,2025-09,3353,23457,26810,17423
Uttar Pradesh,Mau,2025-10,2039,15384,17423,22970
Uttar Pradesh,Mau,2025-11,2242,20728,22970,8987
Uttar Pradesh,Meerut,2025-04,2053,9449,11502,23669
Uttar Pradesh,Meerut,2025-05,3768,19901,23669,974
Uttar Pradesh,Meerut,2025-06,257,717,974,30424
Uttar Pradesh,Meerut,2025-07,5459,24965,30424,39417
Uttar Pradesh,Meerut,2025-09,5330,34087,39417,26835
Uttar Pradesh,Meerut,2025-10,3775,23060,26835,47034
Uttar Pradesh,Meerut,2025-11,5674,41360,47034,17497
Uttar Pradesh,Mirzapur,2025-09,3541,26348,29889,17375
Uttar Pradesh,Mirzapur,2025-10,1771,15604,17375,22290
Uttar Pradesh,Mirzapur,2025-11,2382,19908,22290,8863
Uttar Pradesh,Moradabad,2025-04,2044,11612,13656,21703
Uttar Pradesh,Moradabad,2025-05,2545,19158,21703,39792
Uttar Pradesh,Moradabad,2025-06,3652,36140,39792,30164
Uttar Pradesh,Moradabad,2025-07,4051,26113,30164,32680
Uttar Pradesh,Moradabad,2025-09,3887,28793,32680,22961
Uttar Pradesh,Moradabad,2025-10,2619,20342,22961,48624
Uttar Pradesh,Moradabad,2025-11,4640,43984,48624,13842
Uttar Pradesh,Muzaffarnagar,2025-04,1015,8625,9640,12885
Uttar Pradesh,Muzaffarnagar,2025-07,1661,11224,12885,35489
Uttar Pradesh,Muzaffarnagar,2025-09,3385,32104,35489,21429
Uttar Pradesh,Muzaffarnagar,2025-10,2411,19018,21429,37710
Uttar Pradesh,Muzaffarnagar,2025-11,3628,34082,37710,11932
Uttar Pradesh,Pilibhit,2025-04,878,5956,6834,27333
Uttar Pradesh,Pilibhit,2025-05,2955,24378,27333,7438
Uttar Pradesh,Pilibhit,2025-06,1679,5759,7438,21092
Uttar Pradesh,Pilibhit,2025-07,2766,18326,21092,32104
Uttar Pradesh,Pilibhit,2025-09,2500,29604,32104,17222
Uttar Pradesh,Pilibhit,2025-10,1368,15854,17222,27234
Uttar Pradesh,Pilibhit,2025-11,2098,25136,27234,10026
Uttar Pradesh,Pratapgarh,2025-09,4495,34673,39168,22166
Uttar Pradesh,Pratapgarh,2025-10,2819,19347,22166,24741
Uttar Pradesh,Pratapgarh,2025-11,2966,21775,24741,10770
Uttar Pradesh,Rae Bareli,2025-09,3636,30034,33670,21533
Uttar Pradesh,Rae Bareli,2025-10,2886,18647,21533,26641
Uttar Pradesh,Rae Bareli,2025-11,3123,23518,26641,12101
Uttar Pradesh,Rampur,2025-04,1246,13636,14882,8892
Uttar Pradesh,Rampur,2025-05,2031,6861,8892,14680
Uttar Pradesh,Rampur,2025-06,1466,13214,14680,31371
Uttar Pradesh,Rampur,2025-07,6154,25217,31371,31412
Uttar Pradesh,Rampur,2025-09,3423,27989,31412,19120
Uttar Pradesh,Rampur,2025-10,2466,16654,19120,31634
Uttar Pradesh,Rampur,2025-11,3449,28185,31634,12033
Uttar Pradesh,Saharanpur,2025-03,253,0,253,36152
Uttar Pradesh,Saharanpur,2025-04,3652,32500,36152,7806
Uttar Pradesh,Saharanpur,2025-06,1528,6278,7806,22050
Uttar Pradesh,Saharanpur,2025-07,2920,19130,22050,43102
Uttar Pradesh,Saharanpur,2025-09,4269,38833,43102,27699
Uttar Pradesh,Saharanpur,2025-10,3111,24588,27699,45551
Uttar Pradesh,Saharanpur,2025-11,4738,40813,45551,16817
Uttar Pradesh,Sambhal,2025-07,550,908,1458,29529
Uttar Pradesh,Sambhal,2025-09,3415,26114,29529,15394
Uttar Pradesh,Sambhal,2025-10,1584,13810,15394,27375
Uttar Pradesh,Sambhal,2025-11,2528,24847,27375,10403
Uttar Pradesh,Sant Kabir Nagar,2025-09,2148,20097,22245,13868
Uttar Pradesh,Sant Kabir Nagar,2025-10,1730,12138,13868,21640
Uttar Pradesh,Sant Kabir Nagar,2025-11,2185,19455,21640,9133
Uttar Pradesh,Sant Ravidas Nagar,2025-09,1823,18357,20180,10458
Uttar Pradesh,Sant Ravidas Nagar,2025-10,1091,9367,10458,14153
Uttar Pradesh,Sant Ravidas Nagar,2025-11,1440,12713,14153,5386
Uttar Pradesh,Shahjahanpur,2025-04,2317,7549,9866,8837
Uttar Pradesh,Shahjahanpur,2025-05,2312,6525,8837,31191
Uttar Pradesh,Shahjahanpur,2025-06,2679,28512,31191,20623
Uttar Pradesh,Shahjahanpur,2025-07,7925,12698,20623,42354
Uttar Pradesh,Shahjahanpur,2025-09,4301,38053,42354,26072
Uttar Pradesh,Shahjahanpur,2025-10,2426,23646,26072,39120
Uttar Pradesh,Shahjahanpur,2025-11,3448,35672,39120,12706
Uttar Pradesh,Shamli,2025-04,1074,11454,12528,19030
Uttar Pradesh,Shamli,2025-09,2590,16440,19030,13989
Uttar Pradesh,Shamli,2025-10,1847,12142,13989,28650
Uttar Pradesh,Shamli,2025-11,3029,25621,28650,8269
Uttar Pradesh,Shravasti,2025-04,525,2059,2584,3093
Uttar Pradesh,Shravasti,2025-05,752,2341,3093,939
Uttar Pradesh,Shravasti,2025-06,939,0,939,1596
Uttar Pradesh,Shravasti,2025-07,1596,0,1596,15656
Uttar Pradesh,Shravasti,2025-09,1794,13862,15656,9690
Uttar Pradesh,Shravasti,2025-10,891,8799,9690,12030
Uttar Pradesh,Shravasti,2025-11,1127,10903,12030,5387
Uttar Pradesh,Siddharth Nagar,2025-04,1878,4725,6603,5495
Uttar Pradesh,Siddharth Nagar,2025-05,1723,3772,5495,393
Uttar Pradesh,Siddharth Nagar,2025-06,393,0,393,3948
Uttar Pradesh,Siddharth Nagar,2025-07,3948,0,3948,27863
Uttar Pradesh,Siddharth Nagar,2025-09,4173,23690,27863,18692
Uttar Pradesh,Siddharth Nagar,2025-10,2605,16087,18692,30330
Uttar Pradesh,Siddharth Nagar,2025-11,3727,26603,30330,13535
Uttar Pradesh,Sitapur,2025-04,3068,13188,16256,6321
Uttar Pradesh,Sitapur,2025-05,1373,4948,6321,8724
Uttar Pradesh,Sitapur,2025-06,2219,6505,8724,22774
Uttar Pradesh,Sitapur,2025-07,8116,14658,22774,59075
Uttar Pradesh,Sitapur,2025-09,7083,51992,59075,31526
Uttar Pradesh,Sitapur,2025-10,3442,28084,31526,52390
Uttar Pradesh,Sitapur,2025-11,4944,47446,52390,20646
Uttar Pradesh,Sonbhadra,2025-09,2591,22801,25392,10952
Uttar Pradesh,Sonbhadra,2025-10,869,10083,10952,19655
Uttar Pradesh,Sonbhadra,2025-11,1611,18044,19655,7566
Uttar Pradesh,Sultanpur,2025-04,480,1434,1914,1424
Uttar Pradesh,Sultanpur,2025-05,424,1000,1424,1257
Uttar Pradesh,Sultanpur,2025-06,363,894,1257,3838
Uttar Pradesh,Sultanpur,2025-07,1164,2674,3838,31315
Uttar Pradesh,Sultanpur,2025-09,3923,27392,31315,19216
Uttar Pradesh,Sultanpur,2025-10,2548,16668,19216,25915
Uttar Pradesh,Sultanpur,2025-11,2670,23245,25915,9159
Uttar Pradesh,Unnao,2025-03,203,0,203,6754
Uttar Pradesh,Unnao,2025-04,1514,5240,6754,6535
Uttar Pradesh,Unnao,2025-05,1628,4907,6535,5408
